, '姓名', '简介,,,,,,,,,,,,,,,,,
313', '陈蕴博', '陈蕴博（1935.1- ）出生于上海市,毕业于浙江大学材料加工专业,研究员级高工，博士生导师,现任机械科学研究总院副总工程师、机械科学研究总院先进制造技术研究中心材料工程技术研究所所长；先进成形技术与装备国家重点实验室学术委员会副主任；全国热处理生产力促进中心主任；中国能源学会副会长,1988年被评为国家有突出贡献中青年专家，1991年享受国务院颁发的政府特殊津贴,担任多个著名高校的兼职教授、博导，兼职多个国家重点实验室学术委员会的主任、副主任,长期从事材料学、材料加工、表面工程、复合材料和模具技术领域科技工作,在解决重大工程装备及相关的关键制造技术问题、新材料新工艺共性技术、表面工程技术和材料环境损伤失效抗力指标体系及零部件寿命预测等方面，都有诸多的学术和技术创新,现正从事钢铁材料超细晶技术、功能梯度涂层材料、复合材料、轻合金材料、耐磨材料、锂电池材料和模具材料的研制工作,主持负责的研究项目中荣获国家科技进步奖和发明奖五项次，省、部级科技进步奖十多项次，成果存活应用率高达80%以上,授权国内发明专利十三项，授权国际发明专利二项，国家发明专利优秀奖一项，国家级新产品一项，出版专著五部，发表论文百余篇,主持培养博士硕士研究生十余名,,,,,,
314', '崔崑', '崔崑（1925.7.20- ）金属材料专家,山东省济南市人,1954年哈尔滨工业大学研究生班毕业,华中科技大学（原华中理工大学）教授,,,,,,,,,,,,,,
315', '戴永年', '戴永年，有色金属真空冶金专家， 1929年2月生于云南省昆明市，原籍云南省通海县,1951年云南大学矿冶系毕业后留校任教，1956年由中南矿冶学院冶金系研究生班毕业后在昆明理工大学任教至今，现任昆明理工大学教授，真空冶金国家工程实验室主任,曾任中国有色金属学会资深常务理事,,,,,,,,,,,,,,,
316', '丁传贤', '丁传贤（1936.2.11- ）无机涂层材料专家,江苏省海门市人,1959年毕业于复旦大学,中国科学院上海硅酸盐研究所研究员,长期从事等离子喷涂涂层材料配方、工艺、性能、结构、应用和相关应用基础科学的研究,研制成功可供实用的电弧等离子喷涂设备和高温防热、耐磨、生物相容、红外辐射、电介催化等五个涂层系列，在我国国防和民用工业中得到较为广泛应用，社会、经济效益较为明显,10余项科研成果获得国家及省部级奖励；发表学术论文120余篇,,,,,,,,,,,
317', '傅恒志', '傅恒志（1929.8.24- ）材料及冶金专家,河南省开封市人,1950年毕业于西北工学院,1955年哈尔滨工业大学研究生毕业,1962年毕业于苏联列宁格勒工学院获副博士学位,西北工业大学及哈尔滨工业大学教授,长期从事凝固理论与技术及高温合金的研究及教学工作,在国际上率先提出液固界面非平衡溶质再分配的概念及相关函数关系；在亚快速定向凝固及组织超细化、高温合金和稀土永磁合金的凝固组织与性能方面进行了开创性研究，获得性能提高数倍的超细胞/枝晶定向组织,多次获得国家及省部级奖励，“ZMLMC超高温度梯度定向凝固方法与装置”获1994年国家科技进步奖二等奖,发表学术论文800余篇，专著6本,,,,,,,,
318', '顾真安', '顾真安（1936.11.16- ）无机非金属材料专家,江苏省无锡市人,1958年毕业于华东化工学院,中国建筑材料科学研究总院高级工程师，博导,长期 从事特种玻璃和光导纤维研究,研究稀土族元素在石英玻璃和光导纤维中的光谱和非线性光学特性，获得多种元素的D－F电子宽带跃迁具有紫外强吸收和可见荧光 转换特性，以及上转换荧光、倍频和光放大性质；研究了化学气相掺杂沉积、溶液掺杂和氢氧焰熔制－电熔成型两步法工艺技术，解决了难熔玻璃制备技术难题；研 制成功超低膨胀石英玻璃和稀土石英光纤等一批新材料,8次获得国家及省部级奖励，“激光技术用石英玻璃” 获1985年国家科技进步二等奖，“耐辐照石英玻璃” 获1996年国家科技进步二等奖,发表学术论文70余篇; 指导硕士、博士和博士后研究生30余名,参与我国矿产资源战略咨询研究，负责“ 建材非金属 矿产资源战略研究”，以及”中国绿色建材发展战略研究”等课题,获得有突出贡献中青年专家、国防军工协作配套先进 工作者以及全国劳动模范等称号,,,,,,,,
319', '关兴亚', '关兴亚（1932.2.7- ）石油化工专家,辽宁省沈阳市人,1955年毕业于上海复旦大学,中国石化集团公司上海石油化工研究院高级工程师,从六十年代初开始长期从事丙烯腈生产工艺及催化剂的研究开发,七十年代在我国建成12套丙烯腈中小型生产装置，填补了我国在氨氧化领域的技术空白,八十年代初在中石化集团公司领导下，组织了研究、设计、高校和工厂等部门参加的丙烯腈成套技术国产化的攻关,开发出MB－82、MB－86、MB－98和SAC-2000催化剂、流化床反应器、丙烯腈产品分离和乙腈回收等新工艺,先后建成了国产化4万吨/年示范装置和年产13万吨丙烯腈生产厂,为具有自主知识产权的成套技术国产化并进入国际市场做出了巨大贡献,多次获得国家和省部级奖励；包括MB－82型催化剂1988年获国家科技进步二等奖、MB－86催化剂获国家科技进步一等奖，并取得国内外专利40多项,,,,,,,
320', '侯芙生', '侯芙生（1923.11.28- ）炼油及石油化工专家,江苏省无锡市人,1947年毕业于上海国立暨南大学获理学士学位,中国石化集团公司教授级高级工程师,长期从事炼油、石油化工及化纤等方面的工程技术和生产工艺的研究,多次负责编制炼油、石化生产和科技发展规划；研究以石油为原料的炼油、化工、化纤行业的联合，实行油、化、纤一体化；指导渣油催化裂化和乙烯等炼油、石油化工重大科技攻关；改革润滑油传统生产工艺；指导节能技术改造，大幅度降低能耗；解决重大工程项目如中国石化高桥石化公司的重油催化、扬子石化的加氢裂化、齐鲁石化的氯碱以及抚顺石化的腈纶、巴陵石化的己内酰胺等装置运行中的技术难题,多次获得国家及省部级奖励,发表学术论文80余篇，专著4本,,,,,,,,,,
321', '江东亮', '江东亮（1937.9.1）著名无机材料科学家,籍贯上海市,1960年毕业于南京化工学院,1992年入选国际陶瓷科学院院士,,曾任上海硅酸盐研究所副所长，高性能陶瓷和超微结构国家重点实验室主任等，现任国家重点实验室学术委员会主任,1981－1983年，在美国密歇根大学冶金和材料科学工程系工作,长期从事先进陶瓷的组成、结构、工艺与性能关系的研究与发展工作,先后开展氧化铝陶瓷末期烧结气氛对材料致密化的影响，碳化物或含碳化物的复合材料的高温等静压氮化改性工艺等基础研究，促进了无机材料科学的发展,新材料开发和工程应用上，在国内研制成功高致密微晶氧化铝陶瓷及机械密封件，磁流体发电电极材料，氧化铝轻质、重质耐热混凝土，碳化硅基工程陶瓷，复相陶瓷和陶瓷基复合材料等,广泛应用于机械、化工、能源、交通和空间技术等行业，取得了相当的社会和经济效益,,,,,,,
322', '金涌', '金涌（1935.7.30- ）化学工程专家，北京市人，1959年毕业于原苏联乌拉尔工业大学，获学士学位,研究了气固湍动流态化流型转变，提出了流型转变的机理模型和定量判据，已发明了湍动流化床新型复合内构件，改善了流化质量，解决了工程放大的难题，成功地用于指导六种工艺，三十余台大型工业流化床反应器地改造或设计,所研究的气固循环流化床、气固超短接触催化反应器，移动床重整反应器、大型节能干燥装置等已成功地应用于工业过程，在清洁化工工艺与工程、产品工程、亚微米与纳米粉体技术研究与应用方面也取得重大突破,获1987年国家发明二等奖，1995年国家科技进步二等奖、其他省部级奖励及美国化学工程师协会（AICHE）讲座奖等十余项，获技术专利十余项，发表学术论文300余篇，专著6本,,,,,,,,,,,,,,
323', '柯伟', '柯伟，男（1932.12.30-）金属腐蚀与防护专家,辽宁沈阳出生，祖籍浙江台州（黄岩）,1957年毕业于北京钢铁工业学院，任职于中国科学院金属研究所,1979公派英国国家物理实验室进修，1982年回国,现任金属所研究员，博导；曾任中国科学院腐蚀与防护研究所所长，中国腐蚀与防护学会理事长,长期从事疲劳及环境敏感断裂等材料失效与保护的研究,首创喷丸和氩气联合处理的新工艺，解决了航空发动机叶片特大晶粒的难题；提出疲劳预形变诱发蠕变空穴的模型，发展了蠕变与疲劳交互作用理论；系统研究局部化形变与腐蚀交互作用的实验和理论，开发出新型耐蚀合金、涂料、断裂控制和安全评估技术，并在国家重大工程中获得成功应用,曾主持并完成国家自然科学基金重大项目 “材料自然环境腐蚀规律与预测研究”和中国工程院咨询项目“中国工业和自然环境腐蚀调查与对策”研究,培养硕士和博士60余人，发表专著3部，学术论文200余篇,获国家技术发明二等奖、国家科技进步二等奖、何梁何利科学与技术进步奖和中科院杰出科技成就奖等多项奖励,,,,,,,,
324', '李大东', '李大东（1938.2.24- ）,石油炼制催化剂及工艺专家,生于北京市，原籍山东省德州市,1962年毕业于北京大学化学系,现任石油化工科学研究院学术委员会主任,曾任石油化工科学研究院院长,,,,,,,,,,,,
325', '李东英', '李东英（1920.12.14- ）稀有金属冶金及材料专家,北京市人,1948年毕业于北京辅仁大学获理学士学位,原国家有色金属工业局高级工程师,我国稀有金属工业创始人之一,主持研究成功30余种稀有金属的生产方法，保证“两弹一星”等军工和大规模集成电路等尖端技术所急需的新材料；主持钛应用推广工作，经济效益显著；并长期从事我国稀土的开发和应用的科技工作；率先提出并组织实施稀土微量元素用于农业生产实际的科学研究和应用推广，获得普遍增产、优质和抗逆效果,多次获得国家及省部级奖励，“国家十二个重要领域技术政策的研究”、“1986～2000年全国科技长远规划前期研究”分别获1987年、1989年国家科学技术进步奖一等奖,发表学术论文10余篇，主编大型丛书《有色金属进展》40卷,,,,,,,,,,
